,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
18,0.719950481,0.867483263,0.822174192,0.701843442,0.574644164,0.829871101,0.679174322,0.548922206,0.7870351,0.598794518,0.511965392,0.778060371,0.601163455,0.512947095,0.592549857,0.624693351,0.657254487,0.687727491,0.672014127
19,0.240151506,0.397622661,0.29478738,0.253552492,0.197962528,0.298442761,0.257190854,0.193739295,0.376646014,0.332457123,0.278127088,0.38006872,0.335898186,0.286628893,0.133280624,0.120508304,0.220550624,0.210890372,0.26713919
20,0.372425357,0.691253401,0.567683313,0.51126378,0.418647031,0.563073421,0.49296208,0.384647623,0.658220908,0.61642012,0.566303319,0.659214597,0.617303943,0.567438672,0.236939015,0.205131632,0.454758859,0.410282468,0.499664974
21,0.528714138,0.704238836,0.643032934,0.533475443,0.435111678,0.639991577,0.519748748,0.420432894,0.63700199,0.496486267,0.386424509,0.642742785,0.49827324,0.388866663,0.386828372,0.3785293,0.498213691,0.471975971,0.511671613
22,0.266396248,0.262232043,0.232390247,0.090838055,0.058870483,0.246764992,0.100055186,0.064149034,0.072354388,0.013925273,0.003404579,0.072600818,0.011242797,0.006943926,0.19847819,0.252816091,0.171390711,0.233802357,0.131036412
23,0.777518168,0.734600662,0.694869188,0.270170313,0.167862379,0.708504494,0.275227433,0.152597419,0.125773343,0.04470027,0.028160961,0.130443339,0.051843017,0.033412966,0.768636127,0.761662977,0.647004759,0.572957058,0.385885826
24,0.453844318,0.633275846,0.575975808,0.514159717,0.453927013,0.573897342,0.494448962,0.412873143,0.593364105,0.523011918,0.475126528,0.601689115,0.525867734,0.46593193,0.33585999,0.285317149,0.417939623,0.355849877,0.482908895
25,0.876159964,0.871095615,0.870824575,0.780221959,0.678350324,0.873078977,0.767827818,0.685948714,0.724507699,0.044260658,0.014718758,0.715713424,0.050425541,0.014160584,0.86412808,0.837018911,0.767633938,0.672480615,0.617142009
26,0.411348558,0.750171888,0.724689633,0.679643794,0.607997051,0.731515304,0.632988966,0.566379914,0.73896239,0.577583686,0.43654811,0.74679066,0.567913985,0.414948203,0.29930127,0.302929394,0.608096257,0.534492805,0.57401677
27,0.526283654,0.61302109,0.576399852,0.466859005,0.405960891,0.589265879,0.421161959,0.332250866,0.471914001,0.225448031,0.079541849,0.490360469,0.223473398,0.074713788,0.491338508,0.434184252,0.516277408,0.334311522,0.404042579
28,0.62397813,0.771352273,0.67027587,0.566303035,0.518394375,0.716090214,0.644191081,0.610469819,0.632332176,0.423451343,0.286546051,0.666704138,0.451489212,0.339786058,0.418535025,0.446508541,0.448317214,0.538362418,0.542949276
29,0.439089919,0.775583114,0.678125192,0.579805999,0.499549311,0.688764669,0.513540269,0.399919194,0.743341617,0.607548699,0.500831602,0.741332116,0.613478422,0.498427674,0.323407002,0.293646214,0.483545068,0.404076547,0.543556257
30,0.410573538,0.70952595,0.568948606,0.522326178,0.419706862,0.59347646,0.544612569,0.454604116,0.704945908,0.671194916,0.621581618,0.70514384,0.672992688,0.619856993,0.229192879,0.274017705,0.386450337,0.425851711,0.529722382
31,0.398664809,0.602287582,0.486542136,0.436151844,0.355205337,0.478290845,0.427580709,0.336931082,0.591405993,0.459730116,0.358850605,0.58897952,0.464224778,0.348201463,0.239554023,0.23462055,0.346274689,0.345743467,0.416624419
32,0.30532711,0.502114177,0.41784536,0.353814802,0.28079959,0.424899564,0.367960351,0.284688578,0.465243444,0.392907169,0.330885641,0.467998236,0.396312468,0.335706036,0.214289866,0.224782582,0.324093134,0.331805443,0.356748531
33,0.934843497,0.948825537,0.932484987,0.884249234,0.836950802,0.932358252,0.855139438,0.780203668,0.891521727,0.563752529,0.352786391,0.896321127,0.556619869,0.34410791,0.841561674,0.825673723,0.818534868,0.817463681,0.778522162
34,0.412372548,0.865972639,0.734819818,0.67252264,0.534507652,0.726147841,0.601181882,0.466811395,0.839865744,0.754623685,0.673912627,0.839141169,0.753039637,0.677646623,0.232509833,0.186394389,0.669452607,0.595109162,0.624223994
35,0.817820389,0.878057374,0.860546574,0.729615937,0.702202323,0.869211618,0.801272285,0.752265785,0.777852327,0.190272254,0.060926027,0.779024633,0.169105771,0.061133707,0.736225094,0.63517863,0.53340253,0.507557916,0.603426176
36,0.505456628,0.626691125,0.628776091,0.546770473,0.493203821,0.555224103,0.365689785,0.320536729,0.460136665,0.25422062,0.09308718,0.45890344,0.261452513,0.11621714,0.474210643,0.315169084,0.539303261,0.216276102,0.4017403
37,0.653840912,0.78854741,0.680662446,0.572532249,0.480142732,0.694733962,0.596243633,0.484861087,0.752299327,0.696148804,0.563278048,0.752890438,0.697236867,0.56810065,0.463661952,0.506812898,0.409763366,0.416466322,0.598790172
38,0.478817966,0.54651665,0.518299889,0.401010631,0.320497499,0.511573552,0.380905122,0.309653834,0.435378669,0.258138114,0.136808621,0.433091433,0.260327418,0.128663458,0.406421353,0.390964015,0.376542177,0.358012562,0.369534609
39,0.609634514,0.445664095,0.404022738,0.051856783,0.014487667,0.385479517,0.061851665,0.027256496,0.039668472,0.007079559,0.005792317,0.038942727,0.007396413,0.005592237,0.609168044,0.608822804,0.51305429,0.50521982,0.24116612
40,0.630683353,0.581346157,0.530497996,0.149454697,0.101117634,0.544426593,0.177080267,0.127052865,0.076963408,0.027274102,0.012262033,0.07548702,0.028190727,0.010625122,0.609632595,0.596235002,0.500568952,0.457052245,0.290886154
41,0.306109827,0.497149246,0.339035049,0.296028454,0.245350683,0.345810064,0.310536463,0.26188388,0.48564917,0.444636104,0.403745399,0.484193925,0.445477572,0.408256724,0.145792153,0.176736949,0.231096103,0.254866075,0.337908547
42,0.489924066,0.53477532,0.508993633,0.394301578,0.321335975,0.515776198,0.404802912,0.327055536,0.418165002,0.219754354,0.12805051,0.422864686,0.222728488,0.124416462,0.4380272,0.430586189,0.391934519,0.381101998,0.370810812
43,0.636297538,0.905230668,0.849727292,0.729164102,0.627018715,0.852661213,0.724935955,0.621845588,0.854435521,0.753453178,0.63266957,0.866153212,0.753130412,0.638498875,0.481585041,0.369510096,0.631325904,0.534870204,0.692361838
44,0.72270785,0.817577077,0.766641524,0.697581457,0.6298879,0.76065662,0.68771799,0.61363077,0.780239799,0.664339059,0.556078541,0.781567884,0.664519976,0.554421352,0.574617909,0.592841692,0.586784171,0.634314758,0.671451463
45,0.449762585,0.62197941,0.549267634,0.473593028,0.375214159,0.529059842,0.46201975,0.37927503,0.585715829,0.499766805,0.426540038,0.587578072,0.492130741,0.423147844,0.299039594,0.306288532,0.395648182,0.405146592,0.458954093
46,0.654978657,0.617658177,0.578974574,0.168351046,0.119962887,0.604016874,0.165420265,0.105836629,0.084627226,0.032865216,0.006664211,0.080401189,0.028659384,0.004311168,0.642057926,0.651721149,0.445478237,0.477713955,0.303872154
47,0.401481521,0.754790945,0.701906945,0.589457548,0.436816277,0.707724464,0.606465438,0.474736572,0.704705827,0.552703482,0.422135494,0.705959987,0.541094904,0.381546678,0.271313864,0.292545152,0.509276325,0.492663625,0.530406947
48,0.473380741,0.536708803,0.49322628,0.275642345,0.198103221,0.509286571,0.29479584,0.211477943,0.299522479,0.133386734,0.094871536,0.300624754,0.134604044,0.095549837,0.394937458,0.412074969,0.34194595,0.372083692,0.309567955
49,0.461407008,0.60123676,0.549370802,0.448204878,0.349843033,0.551611929,0.442149003,0.338854564,0.521457028,0.3797815,0.295732415,0.52431076,0.379092839,0.294772559,0.375167791,0.366793267,0.42927077,0.428599934,0.429869824
50,0.718116863,0.742417845,0.716895926,0.500238559,0.392207214,0.72011421,0.520919295,0.386946092,0.433077488,0.216481407,0.101345865,0.436634796,0.201452834,0.091827514,0.636211079,0.662161989,0.539166389,0.629305491,0.480306714
,0.515484466,0.661888186,0.594767796,0.473255074,0.395511701,0.599104929,0.466762984,0.384242246,0.535575574,0.408037075,0.335554243,0.537396845,0.408829072,0.334915326,0.408099662,0.400312902,0.46054629,0.448283952,
,±Ç×Ó,²±×Ó,ÓÒ¼ç,ÓÒÖâ,ÓÒÍó,×ó¼ç,×óÖâ,×óÍó,ÓÒÍÎ,ÓÒÏ¥¸Ç,ÓÒ½Åõ×,×óÍÎ,×óÏ¥¸Ç,×ó½Åõ×,ÓÒÑÛ,×óÑÛ,ÓÒ¶ú,×ó¶ú,
